p_star_sorted,cdf
446.0,0.4805896805896806
447.0,0.4810810810810811
449.0,0.48157248157248156
450.0,0.48206388206388207
452.0,0.48255528255528257
454.0,0.483046683046683
456.0,0.48353808353808353
457.0,0.48402948402948404
459.0,0.48452088452088454
461.0,0.485012285012285
463.0,0.4855036855036855
465.0,0.485995085995086
467.0,0.4864864864864865
468.0,0.48697788697788696
470.0,0.48746928746928747
472.0,0.487960687960688
474.0,0.48845208845208843
475.0,0.48894348894348894
476.0,0.48943488943488944
477.0,0.48992628992628995
479.0,0.4904176904176904
481.0,0.4909090909090909
483.0,0.4914004914004914
485.0,0.4918918918918919
486.0,0.49238329238329237
487.0,0.4928746928746929
489.0,0.4933660933660934
491.0,0.49385749385749383
494.0,0.49434889434889434
495.0,0.49484029484029485
497.0,0.49533169533169535
498.0,0.4958230958230958
500.0,0.4963144963144963
502.0,0.4968058968058968
505.0,0.4972972972972973
506.0,0.4977886977886978
507.0,0.4982800982800983
509.0,0.4987714987714988
511.0,0.49926289926289924
513.0,0.49975429975429975
515.0,0.5002457002457003
517.0,0.5007371007371008
518.0,0.5012285012285013
519.0,0.5017199017199018
522.0,0.5022113022113022
524.0,0.5027027027027027
527.0,0.5031941031941032
528.0,0.5036855036855037
529.0,0.5041769041769042
532.0,0.5046683046683047
534.0,0.5051597051597052
535.0,0.5056511056511056
537.0,0.5061425061425061
538.0,0.5066339066339066
541.0,0.5071253071253071
543.0,0.5076167076167076
545.0,0.5081081081081081
547.0,0.5085995085995086
549.0,0.509090909090909
551.0,0.5095823095823095
554.0,0.51007371007371
555.0,0.5105651105651106
557.0,0.5110565110565111
558.0,0.5115479115479116
560.0,0.5120393120393121
563.0,0.5125307125307126
565.0,0.513022113022113
566.0,0.5135135135135135
568.0,0.514004914004914
570.0,0.5144963144963145
573.0,0.514987714987715
575.0,0.5154791154791155
576.0,0.515970515970516
578.0,0.5164619164619164
580.0,0.5169533169533169
582.0,0.5174447174447174
585.0,0.5179361179361179
586.0,0.5184275184275184
587.0,0.518918918918919
589.0,0.5194103194103195
592.0,0.5199017199017198
594.0,0.5203931203931204
596.0,0.5208845208845209
598.0,0.5213759213759214
600.0,0.5218673218673219
603.0,0.5223587223587224
605.0,0.5228501228501229
607.0,0.5233415233415234
609.0,0.5238329238329238
612.0,0.5243243243243243
615.0,0.5248157248157248
617.0,0.5253071253071253
619.0,0.5257985257985258
621.0,0.5262899262899263
622.0,0.5267813267813268
623.0,0.5272727272727272
625.0,0.5277641277641277
